Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
7180	0	unknown	chr5	108713889	108714969	0.083	-0.226797493641964	0.286	0.075	1080	0.632039316730735	0.999890601729745	loss	192.606	185.431	202.066	175.816	-0.549	1.043	3
7181	0	unknown	chr5	108717183	108717423	-0.119	-0.139451557489234	0.407	-0.165	240	0.768424044689963	0.999890601729745	loss	115.508	119.17	120.971	112.821	-0.767	0.663	3
7182	0	unknown	chr5	109849685	109849865	0.391	0.626754922564411	0.393	0.281	180	0.207661518711559	0.999890601729745	gain	86.486	67.374	90.444	63.578	-0.18	1.304	3
7183	0	unknown	chr5	118310055	118310475	0.057	-0.266239929486893	0.499	-0.068	420	0.574022732482537	0.999890601729745	loss	211.13	175.374	221.55	166.255	-0.838	1.078	3
7184	0	unknown	chr5	132763075	132763315	-0.152	0.173900664233574	0.389	-0.232	240	0.731451166740832	0.999890601729745	gain	64.392	68.23	67.204	64.392	-0.964	0.534	2
7185	0	unknown	chr5	132763374	132763614	0.471	0.330120730406965	0.26	0.474	240	0.485793811814978	0.999890601729745	gain	169.298	116.891	177.55	110.654	-0.426	0.852	3
7186	0	unknown	chr5	135415936	135416536	0.075	0.245840462716736	0.452	0.006	595	0.616388297559193	0.999890601729745	gain	91.819	79.411	96.054	75.022	-0.795	1.23	3
7187	0	unknown	chr5	136983035	136983455	-0.051	-0.00162859681232581	0.489	-0.047	420	0.997282666139183	0.999890601729745	loss	106.789	102.384	111.8	96.862	-1.182	0.779	3
7188	0	unknown	chr5	141971718	141972498	0.128	-0.0790780411189759	0.352	0.145	780	0.867397774467615	0.999890601729745	loss	168.584	150.589	176.799	142.691	-0.844	0.963	3
7189	0	unknown	chr5	141972578	141973778	0.521	0.169526523224676	0.343	0.541	1200	0.720390469872836	0.999890601729745	gain	240.319	164.591	252.252	156.003	-0.803	1.24	3
7190	0	unknown	chr5	141973946	141975086	0.205	0.000150693595523249	0.257	0.191	1140	0.999746134448485	0.999890601729745	gain	171.426	146.577	179.788	138.876	-0.495	0.77	3
7191	0	unknown	chr5	148441659	148441899	0.208	0.310949206037793	0.332	0.248	240	0.520338563362493	0.999890601729745	gain	103.086	88.412	107.904	83.579	-0.473	0.793	3
7192	0	unknown	chr5	148442012	148442192	0.798	0.695115364102981	0.382	0.841	180	0.142196276642672	0.999890601729745	gain	171.797	97.024	180.178	91.767	0.059	1.338	3
7193	0	unknown	chr5	148808306	148808786	-0.129	0.253728669974433	0.453	-0.176	480	0.620590192425741	0.999890601729745	gain	58.883	61.884	61.41	58.358	-1.189	0.885	2
7194	0	unknown	chr5	148809952	148810552	-0.214	0.0313440610715583	0.378	-0.161	600	0.949855060876042	0.999890601729745	gain	72.459	78.989	75.69	74.62	-1.261	0.68	3
7195	0	unknown	chr5	149112545	149112665	0.411	1.85776849519473	0.97	0.091	98	NA	NA	gain	11.433	9.484	11.5	8.541	-0.91	2.193	1
7196	0	unknown	chr5	150883598	150884498	-0.129	0.150100472076734	0.439	-0.144	900	0.764883914493139	0.999890601729745	gain	71.092	72.162	74.252	68.13	-1.086	1.057	2
7197	0	unknown	chr5	150884571	150885711	-0.174	0.142114146173348	0.492	-0.145	1140	0.778691866312536	0.999890601729745	gain	65.166	69.612	68.018	65.705	-1.327	0.79	2
7198	0	unknown	chr5	150886702	150887182	0.061	0.320722482892206	0.309	0.102	480	0.521139414834953	0.999890601729745	gain	75.955	71.947	79.367	67.925	-1.032	0.655	3
7199	0	unknown	chr5	150889537	150889777	-0.187	0.0768437929106989	0.309	-0.244	240	0.877931611461761	0.999890601729745	gain	68.464	78.437	71.487	74.096	-0.738	0.754	3
7200	0	unknown	chr5	150891705	150892185	-0.312	0.268280305753528	0.548	-0.321	480	0.651000730368371	0.999890601729745	gain	38.715	48.497	40.196	45.631	-1.611	1.334	2
7201	0	unknown	chr5	150897132	150897372	0.246	0.501596367611755	0.423	0.118	240	0.315246461666171	0.999890601729745	gain	83.192	65.719	86.979	62.004	-0.717	1.064	3
7202	0	unknown	chr5	150900821	150901661	0.01	0.327141653392028	0.425	0.011	840	0.517779495122692	0.999890601729745	gain	66.942	67.608	69.887	63.8	-1.156	1.512	2
7203	0	unknown	chr5	150905306	150905546	-0.05	0.210905369357476	0.395	0.014	240	0.673168653822737	0.999890601729745	gain	73.59	74.024	76.879	69.9	-1.033	0.749	3
7204	0	unknown	chr5	150906745	150906985	0.032	0.195400841814876	0.333	0.023	240	0.690031220914884	0.999890601729745	gain	87.993	85.349	92.029	80.667	-0.812	0.97	3
7205	0	unknown	chr5	150907504	150907744	0.176	0.377799511907169	0.543	0.122	240	0.444326573894299	0.999890601729745	gain	90.623	72.091	94.796	68.063	-0.634	1.213	3
7206	0	unknown	chr5	150908725	150908965	0.258	0.27088914623045	0.334	0.306	240	0.568021836029983	0.999890601729745	gain	123.391	98.742	129.262	93.4	-0.535	0.764	3
7207	0	unknown	chr5	150911098	150911578	-0.319	0.796274016861825	0.613	-0.283	449	NA	NA	gain	16.734	19.384	17.076	17.953	-1.92	1.159	1
7208	0	unknown	chr5	150913965	150914205	0.085	0.517079627208887	0.25	0.081	240	0.317850180322451	0.999890601729745	gain	57.388	53.947	59.837	50.813	-0.339	0.622	2
7209	0	unknown	chr5	150917309	150917549	0.508	0.2628311458328	0.364	0.506	240	0.578935943718937	0.999890601729745	gain	202.292	137.556	212.254	130.3	-0.161	1.286	3
7210	0	unknown	chr5	150920105	150920345	0.112	0.425086823783827	0.284	0.155	240	0.400287047761785	0.999890601729745	gain	71.158	64.294	74.321	60.65	-0.918	0.552	2
7211	0	unknown	chr5	150921831	150925911	0.403	0.109216521464045	0.263	0.419	4080	0.817626408864988	0.999890601729745	gain	211.272	156.92	221.7	148.71	-0.332	1.111	3
7212	0	unknown	chr5	150928840	150929080	0.088	0.538609328840529	0.351	0.093	240	0.299898772810656	0.999890601729745	gain	56.893	51.094	59.317	48.1	-0.661	0.712	2
7213	0	unknown	chr5	150930110	150930470	0.141	0.193020279280142	0.227	0.101	360	0.686647635701122	0.999890601729745	gain	108.894	99.368	114.014	93.994	-0.288	0.716	3
7214	0	unknown	chr5	150930976	150931216	0.045	-0.0327221450333454	0.153	0.054	240	0.944918551174224	0.999890601729745	loss	130.862	127.041	137.121	120.304	-0.426	0.454	3
7215	0	unknown	chr5	150932722	150932962	-0.061	0.650726965913388	0.374	-0.027	240	0.330295134506347	0.999890601729745	gain	34.254	35.974	35.504	33.725	-1.781	0.659	2
7216	0	unknown	chr5	150933897	150934257	0.022	0.0497544895611417	0.371	-0.037	360	0.916746797812458	0.999890601729745	gain	106.834	109.924	111.847	104.031	-0.606	0.984	3
7217	0	unknown	chr5	150935813	150936053	0.458	0.350433243609192	0.393	0.338	240	0.459359439255927	0.999890601729745	gain	157.308	113.595	164.938	107.521	-0.351	1.06	3
7218	0	unknown	chr5	150942862	150943222	0.295	0.254355286013024	0.17	0.32	360	0.591237373191356	0.999890601729745	gain	134.389	108.229	140.831	102.419	-0.291	0.659	3
7219	0	unknown	chr5	150945188	150948548	0.227	0.0850042282609628	0.427	0.322	3336	0.857562964270043	0.999890601729745	gain	160.43	126.286	168.222	119.586	-1.288	1.027	3
7220	0	unknown	chr5	151041010	151041250	0.408	0.373284898510372	0.242	0.49	240	0.430608478795516	0.999890601729745	gain	138.519	101.74	145.175	96.25	-0.114	0.779	3
7221	0	unknown	chr5	151041710	151043210	0.338	-0.0150436821879217	0.309	0.346	1500	0.974660962534599	0.999890601729745	loss	226.619	179.34	237.843	170.025	-0.333	1.232	3
7222	0	unknown	chr5	153726510	153726630	0.96	1.13251920201528	0.3	0.953	120	0.021052438909946	0.999890601729745	gain	112.747	58.01	118.067	54.675	0.328	1.505	3
7223	0	unknown	chr5	154065417	154065537	0.053	0.555777864879044	0.631	0.256	120	0.311028663272691	0.999890601729745	gain	51.68	47.412	53.833	44.6	-1.648	0.808	2
7224	0	unknown	chr5	159912188	159912668	0.599	0.58493052086424	0.201	0.612	480	0.216823890805041	0.999890601729745	gain	139.535	92.688	146.244	87.644	0.074	1.053	3
7225	0	unknown	chr5	162930294	162930534	0.694	0.70473193465693	0.155	0.703	240	0.137253439714971	0.999890601729745	gain	137.961	84.963	144.588	80.3	0.234	1.268	3
7226	0	unknown	chr5	162932603	162932843	0.904	2.33124074635581	0.351	0.902	122	NA	NA	gain	14.083	7.518	14.287	6.672	0.137	1.553	1
7227	0	unknown	chr5	162938984	162939224	0.689	0.375685782543107	0.362	0.73	240	0.427649627580673	0.999890601729745	gain	233.598	146.636	245.183	138.933	-0.02	1.228	3
7228	0	unknown	chr5	162940497	162940737	0.672	0.584326171309996	0.15	0.7	240	0.217299150943618	0.999890601729745	gain	160.405	101.762	168.196	96.271	0.113	0.97	3
7229	0	unknown	chr5	162940803	162941043	1.095	0.972783579661116	0.184	1.074	240	0.0399826886057524	0.999890601729745	gain	188.198	89.324	197.429	84.446	0.747	1.558	3
7230	0	unknown	chr5	162943499	162943739	0.524	0.525283080728688	0.456	0.556	240	0.267396264246211	0.999890601729745	gain	134.534	91.888	140.983	86.883	-0.852	1.367	3
7231	0	unknown	chr5	162944502	162944742	0.665	0.485706183837176	0.174	0.66	240	0.305119650876545	0.999890601729745	gain	187.39	117.5	196.579	111.233	0.219	1.048	3
7232	0	unknown	chr5	162945163	162945403	0.695	0.609810456712524	0.12	0.678	240	0.197902976572836	0.999890601729745	gain	161.784	99.312	169.646	93.942	0.393	1.011	3
7234	0	unknown	chr5	167798362	167798602	-0.205	0.0695801878166567	0.266	-0.122	240	0.889634568366961	0.999890601729745	gain	67.058	77.267	70.008	72.983	-0.774	0.246	2
7235	0	unknown	chr5	167812196	167812436	-0.781	-0.16366258434842	0.407	-0.763	240	0.789915292464476	0.999890601729745	loss	31.838	50.208	32.962	47.258	-2.095	0.03	2
7236	0	unknown	chr5	167824646	167824886	0.247	0.151581686543867	0.386	0.169	240	0.748931641783188	0.999890601729745	gain	144.374	121.16	151.333	114.713	-0.335	1.167	3
7237	0	unknown	chr5	167826411	167826651	-0.241	0.120321453638055	0.442	-0.186	240	0.813621023661824	0.999890601729745	gain	59.143	65.96	61.683	62.233	-1.187	0.435	2
7238	0	unknown	chr5	167833146	167833386	-0.31	-0.310469978967686	0.276	-0.348	240	0.512130498529181	0.999890601729745	loss	101.513	125.564	106.25	118.9	-0.85	0.469	3
7239	0	unknown	chr5	167835464	167835704	-0.907	-0.310228309362092	0.36	-0.896	240	0.60662676648104	0.999890601729745	loss	29.516	55.358	30.521	52.154	-1.893	-0.062	2
7240	0	unknown	chr5	167836842	167837022	-0.158	-0.0320697342781711	0.389	-0.045	180	0.947398172589142	0.999890601729745	loss	89.117	95.265	93.211	90.094	-1.004	0.372	3
7241	0	unknown	chr5	167841293	167841653	-0.617	0.252901043413087	0.394	-0.605	347	0.739023751824016	0.999890601729745	gain	21.753	32.362	22.354	30.291	-1.647	0.115	1
7242	0	unknown	chr5	167848936	167849176	-0.47	0.0947676300401998	0.363	-0.535	240	0.871124837939782	0.999890601729745	gain	36.373	53.097	37.733	50.004	-1.218	0.658	2
7243	0	unknown	chr5	167850504	167851104	-0.446	0.0343297317912563	0.423	-0.435	600	0.948906999119923	0.999890601729745	gain	44.203	58.623	45.968	55.258	-1.727	0.532	2
7244	0	unknown	chr5	167854971	167855211	-0.463	0.398746981862278	0.311	-0.501	240	0.597135268360183	0.999890601729745	gain	22.897	31.95	23.558	29.9	-0.881	0.555	1
7245	0	unknown	chr5	167855631	167855871	-0.201	-0.201811970922026	0.406	-0.289	240	0.670031896724389	0.999890601729745	loss	106.571	120.634	111.571	114.213	-1.034	0.436	3
7246	0	unknown	chr5	167857064	167857304	0.025	-0.0621434956996593	0.403	-0.04	240	0.895609742908274	0.999890601729745	loss	137.149	124.789	143.733	118.162	-0.806	0.708	3
7247	0	unknown	chr5	167858232	167858472	-0.056	0.20297205331101	0.268	0.031	240	0.684670038910316	0.999890601729745	gain	74.184	73.901	77.504	69.783	-0.661	0.495	3
7248	0	unknown	chr5	167868642	167868882	-0.252	0.544643080457174	0.866	-0.239	240	0.447561832947983	0.999890601729745	gain	29.489	31.569	30.492	29.538	-1.802	1.411	2
7249	0	unknown	chr5	167882322	167882562	-0.788	0.0251563488861117	0.396	-0.764	240	0.972380764404146	0.999890601729745	gain	22.556	36.863	23.2	34.571	-1.834	-0.143	2
7250	0	unknown	chr5	167887580	167887820	-0.006	0.053910036963069	0.233	-0.001	240	0.910443055067973	0.999890601729745	gain	101.917	103.655	106.675	98.071	-0.539	0.507	3
7251	0	unknown	chr5	167891729	167891969	0.313	1.12883821219812	0.402	0.441	240	0.121062276247302	0.999890601729745	gain	32.86	26.297	34.038	24.525	-0.788	1.01	2
7252	0	unknown	chr5	167894786	167895026	-0.447	-0.120334662479595	0.326	-0.428	240	0.812311213642139	0.999890601729745	loss	57.471	74.984	59.925	70.813	-1.222	0.197	2
7253	0	unknown	chr5	167895939	167896179	0.063	-0.120469383037397	0.341	0.134	240	0.799218901012218	0.999890601729745	loss	161.34	145.655	169.179	138	-0.811	0.64	3
7254	0	unknown	chr5	167896262	167896802	0.159	0.105279905814978	0.272	0.171	540	0.824090333335449	0.999890601729745	gain	131.444	116.458	137.733	110.243	-0.457	0.873	3
7255	0	unknown	chr5	167987683	167987983	0.386	0.428439270971501	0.399	0.436	300	0.36956838430214	0.999890601729745	gain	121.725	89.851	127.51	84.947	-1.178	1.07	3
7256	0	unknown	chr5	167988057	167988237	0.436	0.49531989526775	0.23	0.415	180	0.301331021605151	0.999890601729745	gain	118.319	87.453	123.928	82.667	-0.186	0.912	3
7257	0	unknown	chr5	168194905	168195505	-0.157	0.201949093241319	0.847	0.039	600	0.692187800469854	0.999890601729745	gain	65.953	59.64	68.847	56.225	-2.92	1.172	2
7258	0	unknown	chr5	168690645	168690945	0.136	0.10229105332827	0.428	0.192	300	0.829006036347299	0.999890601729745	gain	132.094	107.767	138.417	101.98	-0.861	0.832	3
7259	0	unknown	chr5	177565069	177565309	-1.805	-0.52594064384041	1.91	-1.384	216	NA	NA	loss	10.051	17.524	10.046	16.185	-5.115	0.576	1
7260	0	unknown	chr5	177569535	177569775	-0.324	0.0690114202695822	0.378	-0.277	240	0.893117504639028	0.999890601729745	gain	52.967	65.771	55.188	62.054	-1.071	0.445	2
7261	0	unknown	chr5	177569802	177570042	-1.033	-0.394022911865474	0.32	-1.058	240	0.529534891692335	0.999890601729745	loss	25.282	53.89	26.067	50.758	-1.797	-0.473	2
7262	0	unknown	chr5	177570557	177570797	-0.362	-0.201292478222787	0.28	-0.374	240	0.68102085393423	0.999890601729745	loss	78.316	95.797	81.85	90.6	-0.978	0.258	3
7263	0	unknown	chr5	177570905	177571145	-1.052	-0.0651232415247966	0.707	-0.935	240	0.937174175977835	0.999890601729745	loss	16.329	28.299	16.65	26.429	-2.455	0.428	1
7264	0	unknown	chr5	177573076	177573316	-0.729	0.342522538182049	0.909	-0.402	240	NA	NA	gain	15.414	23.404	15.688	21.775	-3.288	0.693	1
7265	0	unknown	chr5	177574464	177575120	-0.556	-0.44998487219548	0.333	-0.563	656	0.352555536471789	0.999890601729745	loss	78.241	112.292	81.771	106.282	-1.705	0.246	3
7266	0	unknown	chr5	177576676	177576856	-0.423	0.554445013568891	1.048	-0.421	180	0.499361060260291	0.999890601729745	gain	20.956	24.371	21.517	22.694	-2.611	1.568	1
7267	0	unknown	chr5	177577820	177578060	-0.524	-0.387565302436779	0.296	-0.472	240	0.426302927641988	0.999890601729745	loss	75.503	105.715	78.892	100.029	-1.513	-0.114	3
7268	0	unknown	chr5	177580405	177580857	-0.762	0.0403250988049386	0.633	-0.829	449	0.955359625803716	0.999890601729745	gain	27.016	33.473	27.891	31.347	-2.37	0.316	2
7270	0	unknown	chr5	177632806	177633046	0.101	0.112543738901698	0.308	0.174	240	0.812436695870949	0.999890601729745	gain	116.126	106.5	121.621	100.775	-0.63	0.613	3
7271	0	unknown	chr5	177633691	177633931	-0.028	0.376960409339647	0.368	0.04	240	0.464070871395237	0.999890601729745	gain	58.295	58.128	60.792	54.788	-0.949	0.737	2
7272	0	unknown	chr5	177634039	177634279	0.097	-0.00602007405462188	0.353	0.018	240	0.989858571699812	0.999890601729745	loss	142.195	126.686	149.042	119.967	-0.569	0.711	3
7273	0	unknown	chr5	177636268	177636508	-0.67	0.105564262265477	0.324	-0.661	240	0.880978064476903	0.999890601729745	gain	24.644	38.572	25.396	36.196	-1.487	-0.016	2
7274	0	unknown	chr5	177637082	177637322	-0.948	-0.464047458226919	0.35	-0.866	240	0.388226101391979	0.999890601729745	loss	36.346	65.868	37.704	62.146	-1.694	-0.384	2
7275	0	unknown	chr5	177637541	177637721	-0.093	0.227066939151093	0.301	-0.067	180	0.653682110301678	0.999890601729745	gain	65.845	68.058	68.733	64.228	-0.9	0.517	2
7276	0	unknown	chr5	177638825	177639065	-0.516	-0.220901525714155	0.71	-0.235	240	0.660877345810974	0.999890601729745	loss	64.083	75.444	66.879	71.25	-1.922	0.349	2
7277	0	unknown	chr5	177639918	177640158	-0.476	-0.0298254032400176	0.44	-0.581	240	0.954182823079614	0.999890601729745	loss	44.756	64.023	46.55	60.392	-1.332	0.576	2
7278	0	unknown	chr5	177641720	177641960	0.232	0.774511852765927	0.551	0.425	240	0.175265676021275	0.999890601729745	gain	50.606	42.206	52.704	39.65	-1.104	1.034	2
7279	0	unknown	chr5	177642233	177642473	-0.761	0.555364394211573	0.272	-0.75	131	NA	NA	gain	9.637	16.294	9.611	15.015	-1.361	0.167	1
7280	0	unknown	chr5	177649347	177649587	-1.167	-0.417443409087985	1.013	-0.938	240	0.545255126306511	0.999890601729745	loss	23.848	42.136	24.558	39.583	-3.785	-0.02	2
7281	0	unknown	chr5	177649773	177650013	-0.407	0.0940165987490405	0.347	-0.501	240	0.863682411953674	0.999890601729745	gain	43.868	55.512	45.617	52.3	-0.999	0.363	2
7282	0	unknown	chr5	177651446	177651805	-0.434	0.172487713280844	0.364	-0.47	359	0.776671270545638	0.999890601729745	gain	34.72	48.806	35.994	45.925	-1.261	0.486	2
7283	0	unknown	chr5	177652272	177652512	-0.431	0.205254353996169	0.235	-0.418	240	0.742663162872233	0.999890601729745	gain	34.009	45.519	35.246	42.8	-1.037	0.07	2
7284	0	unknown	chr5	177656899	177657139	-0.001	0.233454680146745	0.234	0.034	240	0.638739840224881	0.999890601729745	gain	78.549	75.641	82.096	71.438	-0.527	0.43	3
7285	0	unknown	chr5	177658344	177658584	-0.423	-0.177202959569369	0.241	-0.411	240	0.722209739466079	0.999890601729745	loss	64.812	86.523	67.646	81.783	-1.069	0.016	3
7287	0	unknown	chr5	177665579	177665819	0.102	0.498656313745878	0.191	0.099	240	0.331976738921921	0.999890601729745	gain	60.688	57.339	63.308	54.038	-0.349	0.542	2
7288	0	unknown	chr5	177666040	177666280	-0.939	0.00363410687091215	0.47	-0.96	230	0.996379298927247	0.999890601729745	gain	16.336	31.667	16.657	29.63	-2.45	0.29	1
7289	0	unknown	chr5	177668965	177669205	-0.687	0.282068096429607	0.61	-0.432	240	0.72958756236979	0.999890601729745	gain	18.766	27.191	19.212	25.375	-2.392	0.135	1
7290	0	unknown	chr5	177669247	177669487	-0.088	0.549331279771046	0.273	-0.095	240	0.380023306665241	0.999890601729745	gain	38.505	40.882	39.975	38.392	-0.816	0.58	2
7291	0	unknown	chr5	177672895	177673075	-0.624	0.0577585618267539	0.433	-0.495	180	0.929328440318512	0.999890601729745	gain	30.21	43.573	31.25	40.95	-1.621	0.089	2
7292	0	unknown	chr5	177673171	177673531	-0.496	-0.266000123990056	0.642	-0.265	360	0.592371495220439	0.999890601729745	loss	70.588	84.738	73.722	80.086	-2.041	0.329	3
7293	0	unknown	chr5	177674419	177674659	-1.147	0.214459527431373	0.477	-1.186	122	NA	NA	gain	7.693	16.381	7.566	15.098	-2.095	-0.475	1
7294	0	unknown	chr5	177674683	177674923	-1.107	-0.218179644117853	0.632	-0.974	240	0.776902106838394	0.999890601729745	loss	16.551	35.903	16.883	33.658	-2.428	-0.142	1
7295	0	unknown	chr5	177675103	177675343	-0.734	-0.0696168602856422	0.303	-0.706	240	0.913551952945213	0.999890601729745	loss	29.798	46.128	30.817	43.379	-1.41	-0.198	2
7296	0	unknown	chr5	177676041	177676281	-0.688	0.188395276823119	0.777	-0.629	230	0.804938004245463	0.999890601729745	gain	20.61	32.929	21.152	30.83	-2.694	0.806	1
7297	0	unknown	chr5	177677024	177677204	-0.12	0.73259918990648	0.275	-0.189	180	0.328157273676876	0.999890601729745	gain	26.745	28.935	27.606	27.033	-0.714	0.705	1
7298	0	unknown	chr5	177679450	177679690	-0.8	0.103920022590622	0.742	-0.825	240	0.89382631624785	0.999890601729745	gain	18.777	32.388	19.225	30.317	-3.017	0.685	1
7299	0	unknown	chr5	177681867	177682107	-0.512	-0.209704022243472	0.365	-0.534	240	0.677518650528567	0.999890601729745	loss	58.117	79.765	60.604	75.358	-1.221	0.241	2
7300	0	unknown	chr5	177683255	177683495	-1.075	0.436816231349184	1.462	-1.848	227	NA	NA	gain	6.92	11.871	6.753	10.811	-2.851	2.014	1
7301	0	unknown	chr5	177683777	177684017	0.502	1.83586268745189	0.612	0.631	201	NA	NA	gain	14.453	10.741	14.677	9.736	-0.661	1.45	1
7302	0	unknown	chr5	177684425	177684665	-0.977	0.334423008460855	0.536	-1.006	222	NA	NA	gain	9.292	16.851	9.248	15.545	-2.925	-0.008	1
7303	0	unknown	chr5	177686614	177686854	-0.074	0.797169618131694	0.588	-0.064	234	0.294129393016436	0.999890601729745	gain	27.583	26.419	28.487	24.641	-1.722	0.906	1
7304	0	unknown	chr5	177688615	177688855	-0.394	0.0915279768695437	0.174	-0.403	240	0.865089133448133	0.999890601729745	gain	44.645	57.304	46.433	54.004	-0.786	-0.006	2
7305	0	unknown	chr5	177689107	177689287	-0.095	1.2736103900346	0.594	0.149	89	NA	NA	gain	11.887	11.905	11.978	10.843	-1.357	0.38	1
7306	0	unknown	chr5	177690146	177690386	-0.118	1.24588441596239	0.786	-0.14	213	NA	NA	gain	11.36	12.618	11.423	11.521	-1.722	1.918	1
7307	0	unknown	chr5	177694189	177694369	0.208	0.576411248403703	0.235	0.234	180	0.259403475998505	0.999890601729745	gain	66.865	56.785	69.806	53.511	-0.552	0.644	2
7308	0	unknown	chr5	177695710	177695830	-0.251	0.595385755630043	0.592	-0.143	120	0.424589203037603	0.999890601729745	gain	27.152	29.101	28.033	27.192	-1.447	0.453	1
7309	0	unknown	chr5	177697230	177697470	-0.609	-0.0332951142824123	0.508	-0.73	240	0.955029953157222	0.999890601729745	loss	34.381	53.491	35.638	50.379	-1.5	0.707	2
7310	0	unknown	chr5	177715217	177715457	0.021	0.321055389317389	0.392	0.009	240	0.524152491232223	0.999890601729745	gain	71.542	66.85	74.725	63.079	-1.126	0.724	2
7311	0	unknown	chr5	177717245	177717485	0.121	0.199358054705152	0.246	0.098	240	0.67865202088712	0.999890601729745	gain	102.23	97.187	107.004	91.921	-0.299	0.783	3
7312	0	unknown	chr5	177733777	177734017	-0.6	0.376722444017492	0.64	-0.548	240	0.646088400882458	0.999890601729745	gain	18.357	27.024	18.783	25.217	-2.881	0.621	1
7313	0	unknown	chr5	177987595	177987835	-0.106	0.632844796216879	0.313	-0.086	240	0.354839867026407	0.999890601729745	gain	32.198	34.961	33.342	32.763	-0.794	0.627	2
7316	0	unknown	chr5	178986991	178987231	-1.248	-0.428715332102175	0.622	-1.307	240	0.557070929289384	0.999890601729745	loss	18.742	40.08	19.188	37.629	-2.561	-0.101	2
7317	0	unknown	chr5	178989485	178989725	-0.07	-0.239560347918811	0.186	-0.019	240	0.612992942565253	0.999890601729745	loss	147.828	152.211	154.967	144.233	-0.449	0.235	3
7318	0	unknown	chr5	178994391	178994631	0.3	0.22056953954326	0.423	0.272	240	0.641423940478169	0.999890601729745	gain	141.086	117.544	147.875	111.275	-0.528	1.092	3
7319	0	unknown	chr5	178996243	178996483	-0.464	-0.371668949284966	0.387	-0.558	240	0.441245330730509	0.999890601729745	loss	82.764	112.114	86.529	106.112	-1.342	0.261	3
7320	0	unknown	chr5	179003975	179004155	0.159	-0.0221600065155106	0.362	0.257	180	0.962681821712695	0.999890601729745	loss	163.599	142.23	171.556	134.744	-0.842	0.604	3
7321	0	unknown	chr5	179007859	179008099	-0.181	-0.158139366346506	0.597	-0.076	240	0.739437793258798	0.999890601729745	loss	106.425	112.088	111.417	106.088	-1.797	0.795	3
7322	0	unknown	chr5	179012710	179012950	-0.196	-0.00100622489731689	0.346	-0.215	240	0.998372204685241	0.999890601729745	loss	77.329	87.22	80.813	82.446	-0.801	0.426	3
7323	0	unknown	chr5	179016476	179016716	-0.169	-0.123056960488504	0.425	-0.339	240	0.796774384353066	0.999890601729745	loss	102.083	108.275	106.85	102.463	-0.82	0.75	3
7324	0	unknown	chr5	179018563	179018803	-0.155	-0.250377173054319	0.313	-0.077	240	0.59705213756655	0.999890601729745	loss	129.709	135.807	135.908	128.637	-0.946	0.366	3
7325	0	unknown	chr5	179020441	179020681	0.058	0.252543989989761	0.235	0.103	240	0.608590868438099	0.999890601729745	gain	84.761	79.91	88.629	75.496	-0.537	0.483	3
7326	0	unknown	chr5	179021794	179022034	-0.022	0.16581504335487	0.433	-0.023	240	0.736344247591576	0.999890601729745	gain	82.447	84.06	86.196	79.442	-0.886	0.62	3
7327	0	unknown	chr5	179023501	179023741	-1.127	0.319565433771658	0.491	-1.2	83	NA	NA	gain	6.788	14.136	6.614	12.964	-1.722	-0.283	1
7328	0	unknown	chr5	179025636	179025876	-0.164	0.0238442021359663	0.522	-0.138	240	0.961383961884051	0.999890601729745	gain	81.413	85.086	85.108	80.417	-1.191	0.714	3
7329	0	unknown	chr5	179028879	179029059	0.408	1.66442218206767	0.24	0.378	180	NA	NA	gain	16.261	12.362	16.578	11.278	-0.141	1.159	1
7330	0	unknown	chr5	179032780	179033020	-0.046	0.127048985898065	0.222	-0.049	240	0.795803961617715	0.999890601729745	gain	83.616	86.992	87.425	82.229	-0.639	0.453	3
7331	0	unknown	chr5	179034500	179034740	-0.644	-0.102167800549223	0.636	-0.556	240	0.857995499060553	0.999890601729745	loss	37.851	55.065	39.288	51.875	-1.967	0.492	2
7332	0	unknown	chr5	179036327	179036567	-0.491	0.310022225685435	0.786	-0.722	161	0.66660884899379	0.999890601729745	gain	27.74	32.879	28.652	30.783	-1.848	1.112	2
7333	0	unknown	chr5	179042450	179042690	0.04	0.0897690144203968	0.255	0.015	240	0.851106695285679	0.999890601729745	gain	108.378	100.658	113.471	95.221	-0.529	0.55	3
7334	0	unknown	chr5	179043052	179043292	-0.617	-0.431502239061307	0.148	-0.615	240	0.380693539194623	0.999890601729745	loss	66.578	100.566	69.504	95.133	-0.924	-0.256	3
7335	0	unknown	chr5	179043793	179044200	0.236	0.198799425453248	0.344	0.187	407	0.67467279484505	0.999890601729745	gain	128.068	113.177	134.182	107.123	-0.414	1.078	3
7336	0	unknown	chr5	179044461	179044701	0.216	0.126029558460532	0.16	0.225	240	0.790163863651542	0.999890601729745	gain	141.764	121.397	148.588	114.938	-0.276	0.573	3
7337	0	unknown	chr5	179044745	179045354	-0.173	-0.362862279286526	0.304	-0.145	609	0.443590264799865	0.999890601729745	loss	148.288	161.958	155.45	153.499	-0.877	0.396	3
